,Name,Player_url
0,Karim Rekik,https://www.transfermarkt.com/karim-rekik/profil/spieler/182579
0,Dedryck Boyata,https://www.transfermarkt.com/dedryck-boyata/profil/spieler/88262
0,Jordan Torunarigha,https://www.transfermarkt.com/jordan-torunarigha/profil/spieler/227110
0,Florian Baak,https://www.transfermarkt.com/florian-baak/profil/spieler/296345
0,Maximilian Mittelstädt,https://www.transfermarkt.com/maximilian-mittelstadt/profil/spieler/282660
0,Marvin Plattenhardt,https://www.transfermarkt.com/marvin-plattenhardt/profil/spieler/89592
0,Lukas Klünter,https://www.transfermarkt.com/lukas-klunter/profil/spieler/282577
0,Peter Pekarik,https://www.transfermarkt.com/peter-pekarik/profil/spieler/51100
0,Arne Maier,https://www.transfermarkt.com/arne-maier/profil/spieler/296397
0,Santiago Ascacíbar,https://www.transfermarkt.com/santiago-ascacibar/profil/spieler/423436
0,Marko Grujic,https://www.transfermarkt.com/marko-grujic/profil/spieler/222813
0,Vladimir Darida,https://www.transfermarkt.com/vladimir-darida/profil/spieler/179643
0,Per Ciljan Skjelbred,https://www.transfermarkt.com/per-ciljan-skjelbred/profil/spieler/18918
0,Julian Albrecht,https://www.transfermarkt.com/julian-albrecht/profil/spieler/392149
0,Javairô Dilrosun,https://www.transfermarkt.com/javairo-dilrosun/profil/spieler/315125
0,Salomon Kalou,https://www.transfermarkt.com/salomon-kalou/profil/spieler/7971
0,Dodi Lukebakio,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259
0,Marius Wolf,https://www.transfermarkt.com/marius-wolf/profil/spieler/193900
0,Mathew Leckie,https://www.transfermarkt.com/mathew-leckie/profil/spieler/126214
0,Alexander Esswein,https://www.transfermarkt.com/alexander-esswein/profil/spieler/45662
0,Palko Dárdai,https://www.transfermarkt.com/palko-dardai/profil/spieler/300508
0,Krzysztof Piatek,https://www.transfermarkt.com/krzysztof-piatek/profil/spieler/327757
0,Matheus Cunha,https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894
0,Vedad Ibisevic,https://www.transfermarkt.com/vedad-ibisevic/profil/spieler/21175
0,Pascal Köpke,https://www.transfermarkt.com/pascal-kopke/profil/spieler/193877
0,Muhammed Kiprit,https://www.transfermarkt.com/muhammed-kiprit/profil/spieler/362746
0,Koen Casteels,https://www.transfermarkt.com/koen-casteels/profil/spieler/108880
0,Pavao Pervan,https://www.transfermarkt.com/pavao-pervan/profil/spieler/51977
0,Phillip Menzel,https://www.transfermarkt.com/phillip-menzel/profil/spieler/284346
0,Niklas Klinger,https://www.transfermarkt.com/niklas-klinger/profil/spieler/192268
0,John Anthony Brooks,https://www.transfermarkt.com/john-anthony-brooks/profil/spieler/124732
0,Marin Pongracic,https://www.transfermarkt.com/marin-pongracic/profil/spieler/282144
0,Robin Knoche,https://www.transfermarkt.com/robin-knoche/profil/spieler/94201
0,Marcel Tisserand,https://www.transfermarkt.com/marcel-tisserand/profil/spieler/170463
0,Jérôme Roussillon,https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076
0,Paulo Otávio,https://www.transfermarkt.com/paulo-otavio/profil/spieler/221611
0,William,https://www.transfermarkt.com/william/profil/spieler/341710
0,Kevin Mbabu,https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321
0,Josuha Guilavogui,https://www.transfermarkt.com/josuha-guilavogui/profil/spieler/93704
0,Ignacio Camacho,https://www.transfermarkt.com/ignacio-camacho/profil/spieler/58874
0,Maximilian Arnold,https://www.transfermarkt.com/maximilian-arnold/profil/spieler/117674
0,Xaver Schlager,https://www.transfermarkt.com/xaver-schlager/profil/spieler/223979
0,Yannick Gerhardt,https://www.transfermarkt.com/yannick-gerhardt/profil/spieler/119277
0,Josip Brekalo,https://www.transfermarkt.com/josip-brekalo/profil/spieler/293169
0,João Victor,https://www.transfermarkt.com/joao-victor/profil/spieler/381724
0,Renato Steffen,https://www.transfermarkt.com/renato-steffen/profil/spieler/194638
0,Felix Klaus,https://www.transfermarkt.com/felix-klaus/profil/spieler/89591
0,Ismail Azzaoui,https://www.transfermarkt.com/ismail-azzaoui/profil/spieler/289507
0,Admir Mehmedi,https://www.transfermarkt.com/admir-mehmedi/profil/spieler/66058
0,Wout Weghorst,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645
0,Daniel Ginczek,https://www.transfermarkt.com/daniel-ginczek/profil/spieler/79501
0,Kevin Trapp,https://www.transfermarkt.com/kevin-trapp/profil/spieler/45672
0,Frederik Rönnow,https://www.transfermarkt.com/frederik-ronnow/profil/spieler/107775
0,Felix Wiedwald,https://www.transfermarkt.com/felix-wiedwald/profil/spieler/44594
0,Jan Zimmermann,https://www.transfermarkt.com/jan-zimmermann/profil/spieler/10917
0,Evan N'Dicka,https://www.transfermarkt.com/evan-ndicka/profil/spieler/371149
0,Martin Hinteregger,https://www.transfermarkt.com/martin-hinteregger/profil/spieler/85789
0,David Abraham,https://www.transfermarkt.com/david-abraham/profil/spieler/58178
0,Marco Russ,https://www.transfermarkt.com/marco-russ/profil/spieler/16520
0,Erik Durm,https://www.transfermarkt.com/erik-durm/profil/spieler/93922
0,Danny da Costa,https://www.transfermarkt.com/danny-da-costa/profil/spieler/85906
0,Almamy Touré,https://www.transfermarkt.com/almamy-toure/profil/spieler/216181
0,Timothy Chandler,https://www.transfermarkt.com/timothy-chandler/profil/spieler/49723
0,Stefan Ilsanker,https://www.transfermarkt.com/stefan-ilsanker/profil/spieler/40074
0,Lucas Torró,https://www.transfermarkt.com/lucas-torro/profil/spieler/213670
0,Gelson Fernandes,https://www.transfermarkt.com/gelson-fernandes/profil/spieler/20081
0,Makoto Hasebe,https://www.transfermarkt.com/makoto-hasebe/profil/spieler/39259
0,Nils Stendera,https://www.transfermarkt.com/nils-stendera/profil/spieler/336329
0,Sahverdi Cetin,https://www.transfermarkt.com/sahverdi-cetin/profil/spieler/342100
0,Djibril Sow,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723
0,Dominik Kohr,https://www.transfermarkt.com/dominik-kohr/profil/spieler/118847
0,Sebastian Rode,https://www.transfermarkt.com/sebastian-rode/profil/spieler/44466
