,Name,Player_url,tm_Id,id
0,Manuel Neuer,https://www.transfermarkt.com/manuel-neuer/transfers/spieler/17259,17259,0
0,Sven Ulreich,https://www.transfermarkt.com/sven-ulreich/transfers/spieler/40680,40680,1
0,Christian Früchtl,https://www.transfermarkt.com/christian-fruchtl/transfers/spieler/336307,336307,2
0,Ron-Thorben Hoffmann,https://www.transfermarkt.com/ron-thorben-hoffmann/transfers/spieler/317444,317444,3
0,Lucas Hernández,https://www.transfermarkt.com/lucas-hernandez/transfers/spieler/281963,281963,4
0,Niklas Süle,https://www.transfermarkt.com/niklas-sule/transfers/spieler/166601,166601,5
0,Jérôme Boateng,https://www.transfermarkt.com/jerome-boateng/transfers/spieler/26485,26485,6
0,Lars Lukas Mai,https://www.transfermarkt.com/lars-lukas-mai/transfers/spieler/345780,345780,7
0,David Alaba,https://www.transfermarkt.com/david-alaba/transfers/spieler/59016,59016,8
0,Alphonso Davies,https://www.transfermarkt.com/alphonso-davies/transfers/spieler/424204,424204,9
0,Benjamin Pavard,https://www.transfermarkt.com/benjamin-pavard/transfers/spieler/353366,353366,10
0,Álvaro Odriozola,https://www.transfermarkt.com/alvaro-odriozola/transfers/spieler/280730,280730,11
0,Joshua Kimmich,https://www.transfermarkt.com/joshua-kimmich/transfers/spieler/161056,161056,12
0,Javi Martínez,https://www.transfermarkt.com/javi-martinez/transfers/spieler/44017,44017,13
0,Thiago,https://www.transfermarkt.com/thiago/transfers/spieler/60444,60444,14
0,Leon Goretzka,https://www.transfermarkt.com/leon-goretzka/transfers/spieler/153084,153084,15
0,Corentin Tolisso,https://www.transfermarkt.com/corentin-tolisso/transfers/spieler/190393,190393,16
0,Michaël Cuisance,https://www.transfermarkt.com/michael-cuisance/transfers/spieler/344600,344600,17
0,Philippe Coutinho,https://www.transfermarkt.com/philippe-coutinho/transfers/spieler/80444,80444,18
0,Sarpreet Singh,https://www.transfermarkt.com/sarpreet-singh/transfers/spieler/350357,350357,19
0,Kingsley Coman,https://www.transfermarkt.com/kingsley-coman/transfers/spieler/243714,243714,20
0,Ivan Perisic,https://www.transfermarkt.com/ivan-perisic/transfers/spieler/42460,42460,21
0,Serge Gnabry,https://www.transfermarkt.com/serge-gnabry/transfers/spieler/159471,159471,22
0,Leon Dajaku,https://www.transfermarkt.com/leon-dajaku/transfers/spieler/483974,483974,23
0,Thomas Müller,https://www.transfermarkt.com/thomas-muller/transfers/spieler/58358,58358,24
0,Robert Lewandowski,https://www.transfermarkt.com/robert-lewandowski/transfers/spieler/38253,38253,25
0,Joshua Zirkzee,https://www.transfermarkt.com/joshua-zirkzee/transfers/spieler/435648,435648,26
0,Fiete Arp,https://www.transfermarkt.com/fiete-arp/transfers/spieler/343337,343337,27
0,Roman Bürki,https://www.transfermarkt.com/roman-burki/transfers/spieler/59027,59027,28
0,Marwin Hitz,https://www.transfermarkt.com/marwin-hitz/transfers/spieler/59238,59238,29
0,Luca Unbehaun,https://www.transfermarkt.com/luca-unbehaun/transfers/spieler/388815,388815,30
0,Eric Oelschlägel,https://www.transfermarkt.com/eric-oelschlagel/transfers/spieler/152460,152460,31
0,Manuel Akanji,https://www.transfermarkt.com/manuel-akanji/transfers/spieler/284730,284730,32
0,Mats Hummels,https://www.transfermarkt.com/mats-hummels/transfers/spieler/39728,39728,33
0,Dan-Axel Zagadou,https://www.transfermarkt.com/dan-axel-zagadou/transfers/spieler/344598,344598,34
0,Leonardo Balerdi,https://www.transfermarkt.com/leonardo-balerdi/transfers/spieler/575998,575998,35
0,Nico Schulz,https://www.transfermarkt.com/nico-schulz/transfers/spieler/85867,85867,36
0,Marcel Schmelzer,https://www.transfermarkt.com/marcel-schmelzer/transfers/spieler/35208,35208,37
0,Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/transfers/spieler/398073,398073,38
0,Lukasz Piszczek,https://www.transfermarkt.com/lukasz-piszczek/transfers/spieler/25727,25727,39
0,Mateu Morey,https://www.transfermarkt.com/mateu-morey/transfers/spieler/388513,388513,40
0,Emre Can,https://www.transfermarkt.com/emre-can/transfers/spieler/119296,119296,41
0,Axel Witsel,https://www.transfermarkt.com/axel-witsel/transfers/spieler/35047,35047,42
0,Tobias Raschl,https://www.transfermarkt.com/tobias-raschl/transfers/spieler/384745,384745,43
0,Julian Brandt,https://www.transfermarkt.com/julian-brandt/transfers/spieler/187492,187492,44
0,Thomas Delaney,https://www.transfermarkt.com/thomas-delaney/transfers/spieler/91849,91849,45
0,Mahmoud Dahoud,https://www.transfermarkt.com/mahmoud-dahoud/transfers/spieler/191422,191422,46
0,Raphaël Guerreiro,https://www.transfermarkt.com/raphael-guerreiro/transfers/spieler/170986,170986,47
0,Giovanni Reyna,https://www.transfermarkt.com/giovanni-reyna/transfers/spieler/504215,504215,48
0,Thorgan Hazard,https://www.transfermarkt.com/thorgan-hazard/transfers/spieler/102226,102226,49
