,Name,Reason,Start Date,End Date
11,W. Zaha,Knock,22/05/17,31/05/17
12,W. Zaha,Hamstring,23/09/16,29/09/16
13,W. Zaha,Hamstring,25/04/16,20/05/16
14,W. Zaha,Shoulder Injury,14/04/16,16/04/16
15,W. Zaha,Ankle/Foot Injury,28/02/16,29/02/16
16,W. Zaha,Suspended,29/11/15,08/12/15
17,W. Zaha,Thigh Muscle Strain,15/03/15,20/03/15
18,W. Zaha,Suspended,19/03/13,30/03/13
0,Paco Alcácer,Virus,23/11/19,06/12/19
1,Paco Alcácer,Achilles tendonitis,02/10/19,27/10/19
2,Paco Alcácer,Arm/Elbow injury,04/04/19,12/04/19
3,Paco Alcácer,Knock,15/03/19,29/03/19
4,Paco Alcácer,Hamstring,24/10/18,02/11/18
5,Paco Alcácer,Knock,18/09/18,26/09/18
6,Paco Alcácer,Hamstring,18/12/17,24/01/18
7,Paco Alcácer,Ankle/Foot Injury,22/01/16,11/02/16
8,Paco Alcácer,Knee Injury,09/02/15,10/03/15
9,Paco Alcácer,Suspended,08/12/14,17/12/14
10,Paco Alcácer,Hamstring,20/11/14,26/11/14
11,Paco Alcácer,Suspended,10/03/14,17/03/14
0,Morata,Hamstring,02/02/20,13/02/20
1,Morata,Suspended,26/09/19,29/09/19
2,Morata,Knee Injury,29/08/19,20/09/19
3,Morata,Suspended,13/05/19,19/05/19
4,Morata,Hamstring,09/01/19,20/01/19
5,Morata,Knee Injury,14/12/18,29/12/18
6,Morata,Knock,04/05/18,08/05/18
7,Morata,Back Injury,23/01/18,11/02/18
8,Morata,Suspended,18/01/18,21/01/18
9,Morata,Suspended,21/12/17,24/12/17
10,Morata,Back Injury,10/12/17,15/12/17
11,Morata,Hamstring,01/10/17,17/10/17
12,Morata,Suspended,02/03/17,05/03/17
13,Morata,Hamstring,16/11/16,30/11/16
14,Morata,Hamstring,15/02/14,18/02/14
15,Morata,Suspended,31/03/13,08/04/13
0,S. Haller,Knee Injury,11/08/19,23/08/19
1,S. Haller,Abdominal Strain,01/04/19,09/05/19
2,S. Haller,Suspended,20/09/15,27/09/15
0,William Carvalho,Spinal Disc Herniation,11/10/19,06/02/20
1,William Carvalho,Suspended,16/09/19,21/09/19
2,William Carvalho,Hamstring,14/04/19,04/05/19
3,William Carvalho,Knee Injury,31/01/19,06/02/19
4,William Carvalho,Suspended,14/01/19,21/01/19
5,William Carvalho,Hamstring,11/09/18,20/09/18
6,William Carvalho,Suspended,01/07/16,07/07/16
0,D. Djené,Suspended,13/05/19,19/05/19
1,D. Djené,Suspended,22/04/19,26/04/19
2,D. Djené,Suspended,27/01/19,03/02/19
3,D. Djené,Suspended,05/11/18,11/11/18
4,D. Djené,Knee Injury,15/08/18,18/08/18
5,D. Djené,Hamstring,01/04/18,06/04/18
6,D. Djené,Suspended,07/01/18,13/01/18
7,D. Djené,Suspended,27/10/16,30/10/16
8,D. Djené,Suspended,16/05/16,22/05/16
9,D. Djené,Suspended,07/03/16,14/03/16
10,D. Djené,Suspended,31/01/16,08/02/16
11,D. Djené,Suspended,10/05/15,18/05/15
12,D. Djené,Suspended,02/02/15,08/02/15
13,D. Djené,Suspended,02/11/14,09/11/14
0,Oscar,Illness,04/12/16,18/12/16
1,Oscar,Calf Muscle Strain,10/02/16,15/02/16
2,Oscar,Ankle/Foot Injury,11/01/16,12/01/16
3,Oscar,Knock,12/08/15,18/09/15
4,Oscar,Thigh Muscle Strain,01/05/15,01/06/15
5,Oscar,Knock,10/02/15,16/02/15
6,Oscar,Illness,27/12/14,31/12/14
7,Oscar,Hip/Thigh Injury,01/05/14,10/05/14
8,Oscar,Ankle/Foot Injury,02/12/13,09/12/13
9,Oscar,Ankle/Foot Injury,05/09/13,10/09/13
10,Oscar,Ankle/Foot Injury,20/09/12,21/09/12
0,K. Trapp,Shoulder Injury,30/09/19,08/01/20
1,K. Trapp,Knock,21/10/18,27/10/18
2,K. Trapp,Suspended,07/02/18,18/02/18
3,K. Trapp,Hip/Thigh Injury,30/01/17,09/02/17
4,K. Trapp,Hamstring,08/10/15,19/10/15
0,Bartra,Hamstring,22/11/19,29/11/19
1,Bartra,Hamstring,08/02/19,16/02/19
2,Bartra,Suspended,23/04/18,01/05/18
3,Bartra,Hamstring,11/04/14,15/04/14
4,Bartra,Knee Injury,08/03/13,14/03/13
5,Bartra,Hamstring,18/11/12,07/12/12
0,Pablo Sarabia,Foot Injury,19/09/19,24/09/19
1,Pablo Sarabia,Knock,20/04/19,24/04/19
2,Pablo Sarabia,Hamstring,16/03/19,03/04/19
3,Pablo Sarabia,Knock,24/01/19,25/01/19
4,Pablo Sarabia,Suspended,17/12/18,24/12/18
5,Pablo Sarabia,Suspended,06/05/18,10/05/18
6,Pablo Sarabia,Suspended,19/03/18,01/04/18
7,Pablo Sarabia,Suspended,06/05/17,15/05/17
8,Pablo Sarabia,Suspended,26/02/17,03/03/17
9,Pablo Sarabia,Suspended,06/03/16,13/03/16
10,Pablo Sarabia,Shoulder Injury,25/01/16,11/02/16
11,Pablo Sarabia,Knock,08/09/15,15/09/15
12,Pablo Sarabia,Suspended,12/05/15,18/05/15
13,Pablo Sarabia,Suspended,30/11/14,09/12/14
14,Pablo Sarabia,Suspended,15/03/14,23/03/14
15,Pablo Sarabia,Thigh Muscle Strain,15/11/13,22/11/13
0,J. Cillessen,Knock,23/01/20,18/02/20
1,J. Cillessen,Calf Muscle Strain,12/12/19,31/12/19
2,J. Cillessen,Hip/Thigh Injury,27/03/19,05/04/19
3,J. Cillessen,Calf Muscle Strain,01/02/19,26/02/19
4,J. Cillessen,Hamstring,26/11/18,04/12/18
5,J. Cillessen,Rib Injury,22/08/18,01/09/18
6,J. Cillessen,Calf Muscle Strain,30/12/16,10/01/17
7,J. Cillessen,Ankle Ligaments,09/10/16,28/10/16
8,J. Cillessen,Back Injury,10/10/15,20/10/15
9,J. Cillessen,Chest Injury,04/02/14,11/02/14
0,Lucas Moura,Knee Injury,05/01/19,24/01/19
1,Lucas Moura,Knock,12/08/18,17/08/18
2,Lucas Moura,Ankle/Foot Injury,11/08/17,07/09/17
3,Lucas Moura,Back Injury,09/03/17,17/03/17
4,Lucas Moura,Groin Strain,15/02/15,09/04/15
5,Lucas Moura,Suspended,17/02/15,23/02/15
6,Lucas Moura,Sprained Ankle,20/11/14,24/11/14
7,Lucas Moura,Rib Injury,27/04/13,15/05/13
8,Lucas Moura,Sprained Ankle,15/03/13,28/03/13
9,Lucas Moura,Illness,26/02/13,02/03/13
10,Lucas Moura,Sprained Ankle,15/02/13,20/02/13
0,F. Thauvin,Ankle Ligaments,10/09/19,15/03/20
1,F. Thauvin,Ankle Ligaments,01/08/19,31/08/19
2,F. Thauvin,Ankle/Foot Injury,22/04/19,08/05/19
3,F. Thauvin,Suspended,28/01/19,07/02/19
4,F. Thauvin,Heel Injury,14/10/18,26/10/18
5,F. Thauvin,Groin/Pelvis Injury,27/03/18,10/04/18
6,F. Thauvin,Ankle/Foot Injury,09/03/18,12/03/18
7,F. Thauvin,Suspended,03/02/16,11/02/16
8,F. Thauvin,Knock,13/01/16,22/01/16
9,F. Thauvin,Sprained Ankle,03/04/14,19/04/14
10,F. Thauvin,Knee Injury,17/05/13,25/05/13
11,F. Thauvin,Suspended,08/03/13,14/03/13
12,F. Thauvin,Suspended,10/12/12,14/12/12
0,Jorginho,Suspended,03/11/19,10/11/19
0,G. Buffon,Calf Muscle Strain,07/01/19,15/01/19
1,G. Buffon,Ankle/Foot Injury,13/06/14,18/06/14
2,G. Buffon,Back Injury,14/06/10,06/07/10
0,Casillas,Rib Injury,19/09/13,24/09/13
1,Casillas,Back Injury,25/05/13,30/05/13
2,Casillas,Broken Hand,24/01/13,26/03/13
0,R. Jarstein,Suspended,25/11/19,07/12/19
1,R. Jarstein,Knee Injury,08/05/19,31/05/19
0,V. Kompany,Thigh Muscle Strain,10/03/19,02/03/19
1,V. Kompany,Thigh Muscle Rupture,04/01/19,19/02/19
2,V. Kompany,Knock,13/12/18,29/12/18
3,V. Kompany,Knock,05/12/18,07/12/18
4,V. Kompany,Groin Strain,04/06/18,22/06/18
5,V. Kompany,Knock,23/04/18,08/05/18
6,V. Kompany,Knock,29/12/17,27/01/18
7,V. Kompany,Knock,11/12/17,22/12/17
8,V. Kompany,Knock,04/12/17,09/12/17
9,V. Kompany,Calf/Shin Injury,01/09/17,17/11/17
10,V. Kompany,Knock,16/02/17,18/03/17
11,V. Kompany,LCL Knee Ligament Injury,20/11/16,10/01/17
12,V. Kompany,Groin Strain,22/09/16,14/10/16
13,V. Kompany,Thigh Muscle Strain,21/07/16,16/09/16
14,V. Kompany,Groin Strain,05/05/16,05/07/16
15,V. Kompany,Calf Muscle Strain,16/03/16,18/04/16
16,V. Kompany,Calf Muscle Strain,27/12/15,11/02/16
17,V. Kompany,Calf Muscle Strain,09/11/15,23/12/15
18,V. Kompany,Calf Muscle Strain,16/09/15,07/10/15
19,V. Kompany,Gluteal Strain,13/04/15,08/05/15
20,V. Kompany,Hamstring,07/04/15,11/04/15
21,V. Kompany,Hamstring,14/12/14,08/01/15
22,V. Kompany,Hamstring,01/12/14,11/12/14
23,V. Kompany,Calf Muscle Strain,06/11/14,22/11/14
24,V. Kompany,Groin Strain,24/06/14,30/06/14
25,V. Kompany,Suspended,16/03/14,23/03/14
26,V. Kompany,Groin/Pelvis Injury,06/10/13,03/12/13
27,V. Kompany,Groin/Pelvis Injury,20/08/13,16/09/13
28,V. Kompany,Calf Muscle Strain,27/01/13,18/03/13
29,V. Kompany,Groin Strain,10/12/12,20/12/12
30,V. Kompany,Calf Muscle Strain,08/03/12,20/03/12
31,V. Kompany,Suspended,08/01/12,26/01/12
32,V. Kompany,Suspended,30/10/11,06/11/11
33,V. Kompany,Groin Strain,11/02/10,20/02/10
34,V. Kompany,Groin Strain,31/01/10,09/02/10
0,Raúl Albiol,Suspended,11/11/19,25/11/19
1,Raúl Albiol,Suspended,28/04/13,05/05/13
2,Raúl Albiol,Sprained Ankle,28/11/12,03/01/12
3,Raúl Albiol,Knee Injury,26/06/10,29/06/10
0,K. Schmeichel,Ankle/Foot Injury,15/04/18,14/05/18
1,K. Schmeichel,Thigh Muscle Strain,31/05/17,10/08/17
2,K. Schmeichel,Broken Hand,03/11/16,16/12/16
3,K. Schmeichel,Concussion,16/09/16,01/10/16
4,K. Schmeichel,Metatarsal Fracture,10/12/14,10/03/15
5,K. Schmeichel,Knee Injury,11/09/14,21/09/14
0,Falcao,Hamstring,27/01/20,10/02/20
1,Falcao,Achilles tendonitis,04/10/19,06/12/19
2,Falcao,Knock,01/07/19,01/09/19
3,Falcao,Suspended,01/08/19,12/08/19
4,Falcao,Groin/Pelvis Injury,01/04/19,12/04/19
5,Falcao,Suspended,12/03/19,18/03/19
6,Falcao,Thigh Muscle Strain,21/10/18,01/11/18
7,Falcao,Thigh Muscle Strain,29/04/18,08/05/18
8,Falcao,Thigh Muscle Strain,05/02/18,08/03/18
9,Falcao,Calf Muscle Strain,04/01/18,15/01/18
10,Falcao,Thigh Muscle Strain,26/10/17,16/11/17
11,Falcao,Hip/Thigh Injury,15/03/17,31/03/17
12,Falcao,Groin/Pelvis Injury,28/02/17,09/03/17
13,Falcao,Concussion,22/09/16,18/10/16
14,Falcao,Hip/Thigh Injury,13/08/16,05/09/16
15,Falcao,Thigh Muscle Strain,03/11/15,01/04/16
16,Falcao,Calf/Shin Injury,24/10/14,28/11/14
17,Falcao,MCL Knee Ligament Injury,23/01/14,25/07/14
18,Falcao,Thigh Muscle Strain,28/11/13,19/12/13
19,Falcao,Suspended,29/10/13,01/11/13
20,Falcao,Hamstring,21/01/13,08/02/13
21,Falcao,Suspended,22/12/12,07/01/13
0,Miranda,Suspended,15/03/15,05/04/15
1,Miranda,Suspended,02/03/15,09/03/15
2,Miranda,Hamstring,02/01/15,10/01/15
3,Miranda,Hamstring,19/11/14,11/12/14
4,Miranda,Suspended,09/03/14,16/03/14
5,Miranda,Calf Muscle Strain,15/10/13,25/10/13
6,Miranda,Suspended,22/12/12,07/01/13
7,Miranda,Suspended,02/12/12,10/12/12
0,C. Vela,Virus,16/11/17,22/11/17
1,C. Vela,Suspended,19/03/17,03/04/17
2,C. Vela,Knee Injury,10/01/17,18/01/17
3,C. Vela,Knock,10/05/16,17/05/16
4,C. Vela,Suspended,25/04/16,01/05/16
5,C. Vela,Knee Injury,25/03/15,11/04/15
6,C. Vela,Cartilage Knee Injury,01/02/15,21/03/15
7,C. Vela,Suspended,19/05/13,27/05/13
8,C. Vela,Hip/Thigh Injury,30/03/13,04/04/13
9,C. Vela,Suspended,02/12/12,09/12/12
10,C. Vela,Hamstring,19/06/10,03/07/10
11,C. Vela,Knee Injury,01/02/10,14/02/10
0,E. Garay,ACL Knee Ligament Injury,02/02/20,-
1,E. Garay,Ankle/Foot Injury,15/01/20,21/01/20
2,E. Garay,Back Injury,28/11/19,05/12/19
3,E. Garay,Hamstring,22/02/19,16/03/19
4,E. Garay,Knee Injury,21/08/18,26/09/18
5,E. Garay,Suspended,22/04/18,30/04/18
6,E. Garay,Hamstring,09/02/18,08/03/18
7,E. Garay,Abdominal Strain,01/12/17,22/12/17
8,E. Garay,Knock,24/08/17,07/09/17
9,E. Garay,Knock,14/05/17,31/05/17
10,E. Garay,Knock,07/04/17,14/04/17
11,E. Garay,Suspended,05/02/17,12/02/17
12,E. Garay,Hamstring,05/12/16,14/01/17
13,E. Garay,Thigh Muscle Strain,16/09/16,03/10/16
0,Rui Patrício,Thigh Muscle Strain,17/06/14,30/06/14
0,E. Banega,Suspended,19/01/20,26/01/20
1,E. Banega,Suspended,29/04/19,19/08/19
2,E. Banega,Suspended,01/04/19,05/04/19
3,E. Banega,Suspended,11/02/19,18/02/19
4,E. Banega,Suspended,17/12/18,24/12/18
5,E. Banega,Knock,16/05/18,23/05/18
6,E. Banega,Hamstring,08/02/18,21/02/18
7,E. Banega,Suspended,04/02/18,11/02/18
8,E. Banega,Suspended,20/08/17,10/09/17
9,E. Banega,Suspended,14/03/16,21/03/16
10,E. Banega,Suspended,22/02/16,29/02/16
11,E. Banega,Calf Muscle Strain,27/01/16,02/02/16
12,E. Banega,Calf Muscle Strain,02/12/15,07/12/15
13,E. Banega,Ankle/Foot Injury,29/10/15,02/11/15
14,E. Banega,Knee Injury,22/09/15,16/10/15
15,E. Banega,Suspended,05/04/15,08/04/15
16,E. Banega,Suspended,02/02/15,05/02/15
17,E. Banega,Sprained Ankle,06/01/14,13/01/14
18,E. Banega,Suspended,28/10/13,01/11/13
19,E. Banega,Suspended,24/02/13,03/03/13
20,E. Banega,Knee Injury,14/02/13,21/02/13
21,E. Banega,Broken Leg,19/02/12,25/09/12
22,E. Banega,Suspended,11/03/10,18/03/10
0,Diego Costa,Spinal Disc Herniation,14/11/19,17/02/20
1,Diego Costa,Hamstring,14/08/19,27/08/19
2,Diego Costa,Suspended,07/04/19,06/05/19
3,Diego Costa,Knock,31/03/19,05/04/19
4,Diego Costa,Hip/Thigh Injury,01/03/19,15/03/19
5,Diego Costa,Foot Injury,03/12/18,13/02/19
6,Diego Costa,Knock,02/11/18,09/11/18
7,Diego Costa,Hamstring,04/10/18,23/10/18
8,Diego Costa,Suspended,30/04/18,07/05/18
9,Diego Costa,Hamstring,13/04/18,25/04/18
10,Diego Costa,Suspended,07/01/18,14/01/18
11,Diego Costa,Suspended,18/12/16,27/12/16
12,Diego Costa,Groin/Pelvis Injury,10/11/16,19/11/16
13,Diego Costa,Knock,04/12/16,10/11/16
14,Diego Costa,Hamstring,08/05/16,31/05/16
15,Diego Costa,Suspended,13/03/16,10/04/16
16,Diego Costa,Broken Nose,11/02/16,12/02/16
17,Diego Costa,Knock,11/01/16,12/01/16
18,Diego Costa,Rib Injury,28/10/15,30/10/15
19,Diego Costa,Suspended,22/09/15,04/10/15
20,Diego Costa,Suspended,22/09/15,24/09/15
21,Diego Costa,Hamstring,30/07/15,07/08/15
22,Diego Costa,Hamstring,05/04/15,17/05/15
23,Diego Costa,Hamstring,23/03/15,03/04/15
24,Diego Costa,Suspended,30/01/15,12/02/15
25,Diego Costa,Suspended,30/11/14,04/12/14
26,Diego Costa,Hamstring,13/10/14,30/10/14
27,Diego Costa,Hamstring,02/04/14,11/04/14
28,Diego Costa,Suspended,03/03/14,09/03/14
29,Diego Costa,Suspended,06/02/14,12/02/14
30,Diego Costa,Suspended,28/04/13,05/05/13
31,Diego Costa,Suspended,04/02/13,11/02/13
0,S. Khedira,Groin Strain,03/07/16,08/07/16
1,S. Khedira,Ankle/Foot Injury,16/05/15,29/09/15
2,S. Khedira,Unknown,10/04/15,13/04/15
3,S. Khedira,Thigh Muscle Strain,08/02/15,06/03/15
4,S. Khedira,Hip/Thigh Injury,25/11/14,11/12/14
5,S. Khedira,Knock,03/11/14,20/11/14
6,S. Khedira,Thigh Muscle Strain,02/09/14,15/10/14
7,S. Khedira,Calf Muscle Strain,13/07/14,13/07/14
8,S. Khedira,MCL Knee Ligament Injury,16/11/13,02/05/14
9,S. Khedira,Knee Injury,19/08/13,30/08/13
10,S. Khedira,Suspended,27/05/13,02/06/13
11,S. Khedira,Hamstring,25/10/12,13/11/12
0,David Luiz,Suspended,23/01/20,29/01/20
1,David Luiz,Suspended,22/01/20,28/01/20
2,David Luiz,Chest Injury,30/11/19,30/11/19
3,David Luiz,Ankle/Foot Injury,07/02/18,14/05/18
4,David Luiz,Ankle Fracture,26/01/18,04/02/18
5,David Luiz,Knee Injury,26/11/17,05/01/18
6,David Luiz,Knee Injury,10/11/17,17/11/17
7,David Luiz,Suspended,18/09/17,30/09/17
8,David Luiz,Broken Wrist,18/09/17,29/09/17
9,David Luiz,Suspended,18/09/17,20/09/17
10,David Luiz,Groin Strain,01/05/17,07/05/17
11,David Luiz,Knee Injury,04/12/16,10/12/16
12,David Luiz,Ankle/Foot Injury,14/04/16,22/02/16
13,David Luiz,Knee Injury,28/01/16,01/02/16
14,David Luiz,Knee Injury,16/11/15,23/11/15
15,David Luiz,Knee Injury,13/10/15,02/11/15
16,David Luiz,Heel Injury,01/05/15,14/05/15
17,David Luiz,Hamstring,10/04/15,14/04/15
18,David Luiz,Suspended,17/03/15,23/03/15
19,David Luiz,Suspended,17/02/15,23/02/15
20,David Luiz,Thigh Muscle Strain,30/10/14,04/11/14
21,David Luiz,Thigh Muscle Strain,15/10/14,20/10/14
22,David Luiz,Knee Injury,11/09/14,15/09/14
23,David Luiz,Hip/Thigh Injury,06/03/14,17/03/14
24,David Luiz,Hip/Thigh Injury,18/02/14,27/02/14
25,David Luiz,Suspended,30/12/13,02/01/14
26,David Luiz,Knee Injury,22/11/13,10/12/13
27,David Luiz,Hamstring,12/08/13,29/08/13
28,David Luiz,Ankle/Foot Injury,25/01/13,07/02/13
29,David Luiz,Suspended,29/11/12,02/12/12
30,David Luiz,Illness,08/11/12,14/11/12
31,David Luiz,Knee Injury,21/08/12,24/08/12
32,David Luiz,Hamstring,16/04/12,17/05/12
33,David Luiz,Ankle/Foot Injury,01/04/12,03/04/12
34,David Luiz,Suspended,04/12/11,13/12/11
35,David Luiz,Knee Injury,06/08/11,08/09/11
0,M. Kruse,Groin/Pelvis Injury,18/10/19,28/11/19
1,M. Kruse,Thigh Muscle Strain,11/05/19,31/05/19
2,M. Kruse,Knock,25/04/19,26/04/19
3,M. Kruse,Knock,21/04/19,24/04/19
0,J. Henderson,Thigh Muscle Strain,19/02/20,-
1,J. Henderson,Calf/Shin Injury,28/12/19,28/12/19
2,J. Henderson,Knee Injury,09/05/19,11/05/19
3,J. Henderson,Ankle/Foot Injury,14/03/19,22/03/19
4,J. Henderson,MCL Knee Ligament Injury,01/02/19,08/02/19
5,J. Henderson,Calf Muscle Strain,04/01/19,11/01/19
6,J. Henderson,Suspended,25/11/18,03/12/18
7,J. Henderson,Hamstring,21/10/18,08/11/18
8,J. Henderson,Hamstring,08/07/18,10/07/18
9,J. Henderson,Knock,29/04/18,02/05/18
10,J. Henderson,Foot Injury,07/03/18,09/03/18
11,J. Henderson,Hamstring,23/12/17,26/01/18
12,J. Henderson,Thigh Muscle Strain,04/11/17,17/11/17
13,J. Henderson,Ankle/Foot Injury,25/02/17,31/05/17
14,J. Henderson,Heel Injury,01/01/17,13/01/17
15,J. Henderson,LCL Knee Ligament Injury,08/04/16,14/05/16
16,J. Henderson,Illness,18/03/16,19/03/16
17,J. Henderson,Ankle/Foot Injury,31/12/15,12/01/16
18,J. Henderson,Metatarsal Fracture,18/08/15,28/11/15
19,J. Henderson,Ankle/Foot Injury,23/02/15,27/02/15
20,J. Henderson,Illness,20/11/14,24/11/14
21,J. Henderson,Suspended,14/04/14,06/05/14
22,J. Henderson,Groin Strain,04/05/10,08/05/10
23,J. Henderson,Ankle/Foot Injury,06/02/10,13/03/10
0,G. Sigurðsson,Groin/Pelvis Injury,12/01/20,31/01/20
1,G. Sigurðsson,Knock,08/12/19,20/12/19
2,G. Sigurðsson,Knee Injury,11/03/18,14/05/18
3,G. Sigurðsson,Knock,26/03/17,01/04/17
4,G. Sigurðsson,Shoulder Injury,02/05/16,16/05/16
5,G. Sigurðsson,Hamstring,27/02/15,03/03/15
6,G. Sigurðsson,Suspended,25/01/15,12/02/15
7,G. Sigurðsson,Thigh Muscle Strain,08/02/14,28/02/14
8,G. Sigurðsson,Calf/Shin Injury,27/12/13,09/01/14
0,A. Ramsey,Hamstring,20/04/19,31/05/19
1,A. Ramsey,Groin/Pelvis Injury,02/04/19,06/04/19
2,A. Ramsey,Thigh Muscle Strain,22/03/19,31/03/19
3,A. Ramsey,Ankle/Foot Injury,06/12/18,14/12/18
4,A. Ramsey,Knock,16/09/18,22/09/18
5,A. Ramsey,Calf/Shin Injury,29/07/18,11/08/18
6,A. Ramsey,Hamstring,11/12/17,13/01/18
7,A. Ramsey,Knock,31/07/17,10/08/17
8,A. Ramsey,Calf Muscle Strain,02/02/17,03/03/17
9,A. Ramsey,Hamstring,08/12/16,25/12/16
10,A. Ramsey,Hamstring,15/08/16,28/10/16
11,A. Ramsey,Suspended,02/07/16,07/07/16
12,A. Ramsey,Thigh Muscle Strain,09/03/16,08/04/16
13,A. Ramsey,Hamstring,21/10/15,23/11/15
14,A. Ramsey,Hamstring,11/02/15,03/03/15
15,A. Ramsey,Hamstring,11/12/14,08/01/15
16,A. Ramsey,Hamstring,28/09/14,17/10/14
17,A. Ramsey,Thigh Muscle Strain,02/05/14,08/05/14
18,A. Ramsey,Thigh Muscle Strain,27/12/13,03/04/14
19,A. Ramsey,Hip/Thigh Injury,23/09/13,27/09/13
20,A. Ramsey,Groin Strain,04/11/12,09/11/12
21,A. Ramsey,Ankle/Foot Injury,18/02/12,10/03/12
22,A. Ramsey,Ankle/Foot Injury,10/09/11,15/09/11
23,A. Ramsey,Groin Strain,26/03/11,14/04/11
24,A. Ramsey,Broken Leg,28/02/10,20/11/10
25,A. Ramsey,Thigh Muscle Strain,10/01/10,22/01/10
0,Illarramendi,Broken Shinbone,31/08/19,-
1,Illarramendi,Hamstring,26/04/19,11/05/19
2,Illarramendi,Thigh Muscle Strain,11/02/19,16/04/19
3,Illarramendi,Suspended,10/11/18,27/11/18
4,Illarramendi,Suspended,02/04/18,09/04/18
5,Illarramendi,Suspended,24/10/17,30/10/17
6,Illarramendi,Thigh Muscle Strain,28/03/17,09/04/17
7,Illarramendi,Suspended,13/03/17,19/03/17
8,Illarramendi,Suspended,17/01/17,23/01/17
9,Illarramendi,Suspended,22/02/16,28/02/16
10,Illarramendi,Sprained Ankle,04/01/16,15/01/16
11,Illarramendi,Suspended,22/11/15,29/11/15
12,Illarramendi,Unknown,03/11/14,18/11/14
13,Illarramendi,Knee Injury,20/07/13,30/08/13
14,Illarramendi,Calf/Shin Injury,01/05/13,16/05/13
15,Illarramendi,Suspended,15/04/13,22/04/13
16,Illarramendi,Suspended,24/11/12,02/12/12
0,D. Blind,Heart Condition,11/12/19,11/02/20
1,D. Blind,Knock,17/01/18,14/04/18
2,D. Blind,Head Injury,18/03/17,25/03/17
3,D. Blind,Ankle/Foot Injury,13/04/15,25/04/15
4,D. Blind,Knee Injury,17/11/14,09/01/15
5,D. Blind,Suspended,07/04/14,14/04/14
6,D. Blind,Groin Strain,25/08/13,09/09/13
0,L. Hrádecký,Wisdom Teeth,13/07/18,31/08/18
0,N. Otamendi,Knock,31/12/19,06/01/20
1,N. Otamendi,Knock,18/10/19,25/10/19
2,N. Otamendi,Knee Injury,17/03/19,29/03/19
3,N. Otamendi,Achilles tendonitis,10/11/18,23/11/18
4,N. Otamendi,Knock,30/10/18,06/11/18
5,N. Otamendi,Suspended,06/11/17,19/11/17
6,N. Otamendi,Suspended,04/12/16,11/12/16
7,N. Otamendi,Knock,16/03/16,01/04/16
8,N. Otamendi,Suspended,10/04/15,14/04/15
9,N. Otamendi,Suspended,03/02/15,09/02/15
10,N. Otamendi,Ankle/Foot Injury,16/01/15,23/01/15
0,I. Gueye,Groin/Pelvis Injury,08/12/19,20/12/19
1,I. Gueye,Groin/Pelvis Injury,11/10/19,01/11/19
2,I. Gueye,Groin Strain,27/01/19,05/02/19
3,I. Gueye,Groin Strain,12/12/18,25/12/18
4,I. Gueye,Ankle/Foot Injury,15/10/18,20/10/18
5,I. Gueye,Knee Injury,26/08/18,15/09/18
6,I. Gueye,Hamstring,18/03/18,06/04/18
7,I. Gueye,Illness,09/03/18,16/03/18
8,I. Gueye,Hamstring,24/12/17,29/12/17
9,I. Gueye,Suspended,23/10/17,26/10/17
10,I. Gueye,Hamstring,23/08/17,26/08/17
11,I. Gueye,Suspended,31/10/16,06/11/16
12,I. Gueye,Hamstring,09/09/15,25/09/15
13,I. Gueye,Suspended,12/05/15,17/05/15
14,I. Gueye,Suspended,05/11/13,12/11/13
15,I. Gueye,Thigh Muscle Strain,02/03/13,08/03/13
16,I. Gueye,Ankle/Foot Injury,18/10/12,04/11/12
17,I. Gueye,Knee Injury,10/08/12,12/08/12
0,K. Kampl,Ankle/Foot Injury,24/11/19,28/02/20
1,K. Kampl,Tonsillitis,24/10/19,01/11/19
2,K. Kampl,Ankle/Foot Injury,10/09/19,18/10/19
3,K. Kampl,Suspended,04/05/19,12/05/19
4,K. Kampl,Ankle/Foot Injury,24/01/19,25/02/19
5,K. Kampl,Virus,06/12/18,07/12/18
6,K. Kampl,Ankle/Foot Injury,20/11/18,01/12/18
0,Rodrigo,Knee Injury,05/01/20,24/01/20
1,Rodrigo,Suspended,28/10/19,31/10/19
2,Rodrigo,Knock,16/10/19,25/10/19
3,Rodrigo,Suspended,22/04/19,25/04/19
4,Rodrigo,Foot Injury,13/02/19,23/02/19
5,Rodrigo,Hamstring,28/11/18,07/12/18
6,Rodrigo,Hamstring,09/02/18,16/02/18
7,Rodrigo,Ankle Fracture,13/01/17,25/04/17
8,Rodrigo,Suspended,09/05/16,23/08/16
9,Rodrigo,Suspended,09/05/16,14/05/16
10,Rodrigo,MCL Knee Ligament Injury,26/10/15,29/12/15
11,Rodrigo,Suspended,04/05/15,24/05/15
12,Rodrigo,Suspended,14/03/15,21/03/15
13,Rodrigo,Suspended,23/09/14,26/09/14
0,C. Aránguiz,Calf Muscle Strain,07/01/20,14/02/20
1,C. Aránguiz,Metatarsal Fracture,07/10/19,01/11/19
2,C. Aránguiz,Knee Injury,13/09/18,08/11/18
0,W. Ben Yedder,Hip/Thigh Injury,16/09/19,24/09/19
1,W. Ben Yedder,Suspended,15/04/18,18/04/18
0,Danilo Pereira,Ankle/Foot Injury,09/05/13,08/12/15
1,Danilo Pereira,Suspended,24/12/12,21/01/13
0,A. Kramarić,Groin Strain,08/02/20,14/02/20
1,A. Kramarić,Knee Injury,02/11/19,23/11/19
2,A. Kramarić,Knee Injury,18/07/19,19/10/19
