,Name,Competitiion,Trophie,Season
1,Danilo Pereira,UEFA Nations League,Winner,2018/2019
2,Danilo Pereira,U20 World Cup,Runner-up,2011 Colombia
3,Danilo Pereira,Primeira Liga,Winner,2017/2018
4,Danilo Pereira,Primeira Liga,Runner-up,2018/2019
5,Danilo Pereira,Primeira Liga,Runner-up,2016/2017
6,Danilo Pereira,Taça de Portugal,Runner-up,2018/2019
7,Danilo Pereira,Taça de Portugal,Runner-up,2015/2016
8,Danilo Pereira,Taça da Liga,Runner-up,2019/2020
9,Danilo Pereira,Taça da Liga,Runner-up,2018/2019
10,Danilo Pereira,Taça da Liga,Runner-up,2014/2015
11,Danilo Pereira,Super Cup,Winner,2018/2019
12,Danilo Pereira,Copa Ibérica,Winner,2019
13,Danilo Pereira,Algarve Football Cup,Runner-up,2018
0,A. Kramarić,World Cup,Runner-up,2018 Russia
1,A. Kramarić,1. HNL,Winner,2010/2011
2,A. Kramarić,1. HNL,Winner,2009/2010
3,A. Kramarić,1. HNL,Runner-up,2013/2014
4,A. Kramarić,1. HNL,Runner-up,2012/2013
5,A. Kramarić,Cup,Winner,2013/2014
6,A. Kramarić,Cup,Winner,2010/2011
7,A. Kramarić,Cup,Runner-up,2012/2013
8,A. Kramarić,Super Cup,Winner,2014/2015
9,A. Kramarić,Super Cup,Winner,2013/2014
0,Oyarzabal,UEFA U21 Championship,Winner,2019 Italy
1,Oyarzabal,UEFA U21 Championship,Runner-up,2017 Poland
0,Gabriel Jesus,Premier League,Winner,2018/2019
1,Gabriel Jesus,Premier League,Winner,2017/2018
2,Gabriel Jesus,Serie A,Winner,2016
3,Gabriel Jesus,FA Cup,Winner,2018/2019
4,Gabriel Jesus,Copa do Brasil,Winner,2015
5,Gabriel Jesus,League Cup,Winner,2018/2019
6,Gabriel Jesus,League Cup,Winner,2017/2018
7,Gabriel Jesus,Community Shield,Winner,2019/2020
8,Gabriel Jesus,Community Shield,Winner,2018/2019
9,Gabriel Jesus,Paulista A1,Runner-up,2015
10,Gabriel Jesus,Copa America,Winner,2019 Brazil
11,Gabriel Jesus,Olympics,Winner,2016 Rio de Janeiro
12,Gabriel Jesus,U20 World Cup,Runner-up,2015 New Zealand
13,Gabriel Jesus,Premier League Asia Trophy,Runner-up,2019
0,M. Kovačić,World Cup,Runner-up,2018 Russia
1,M. Kovačić,La Liga,Winner,2016/2017
2,M. Kovačić,La Liga,Runner-up,2015/2016
3,M. Kovačić,1. HNL,Winner,2011/2012
4,M. Kovačić,1. HNL,Winner,2010/2011
5,M. Kovačić,Cup,Winner,2011/2012
6,M. Kovačić,Cup,Winner,2010/2011
7,M. Kovačić,League Cup,Runner-up,2018/2019
8,M. Kovačić,Super Cup,Winner,2017/2018
9,M. Kovačić,UEFA Champions League,Winner,2017/2018
10,M. Kovačić,UEFA Champions League,Winner,2016/2017
11,M. Kovačić,UEFA Champions League,Winner,2015/2016
12,M. Kovačić,UEFA Europa League,Winner,2018/2019
13,M. Kovačić,UEFA Super Cup,Winner,2017/2018
14,M. Kovačić,UEFA Super Cup,Winner,2016/2017
15,M. Kovačić,UEFA Super Cup,Runner-up,2019/2020
16,M. Kovačić,FIFA Club World Cup,Winner,2017 UAE
17,M. Kovačić,FIFA Club World Cup,Winner,2016 Japan
0,A. Belotti,Serie B,Winner,2013/2014
0,T. Strakosha,Coppa Italia,Winner,2018/2019
1,T. Strakosha,Coppa Italia,Winner,2012/2013
2,T. Strakosha,Coppa Italia,Runner-up,2016/2017
3,T. Strakosha,Coppa Italia,Runner-up,2014/2015
4,T. Strakosha,Super Cup,Winner,2019/2020
5,T. Strakosha,Super Cup,Winner,2017/2018
6,T. Strakosha,Super Cup,Runner-up,2013/2014
0,N. Keïta,Premier League,Runner-up,2018/2019
1,N. Keïta,Bundesliga,Runner-up,2016/2017
2,N. Keïta,Bundesliga,Winner,2015/2016
3,N. Keïta,Bundesliga,Winner,2014/2015
4,N. Keïta,Cup,Winner,2015/2016
5,N. Keïta,Cup,Winner,2014/2015
6,N. Keïta,Community Shield,Runner-up,2019/2020
7,N. Keïta,UEFA Champions League,Winner,2018/2019
8,N. Keïta,UEFA Super Cup,Winner,2019/2020
9,N. Keïta,FIFA Club World Cup,Winner,2019 Qatar
0,L. Torreira,China Cup,Winner,2019
1,L. Torreira,China Cup,Winner,2018
2,L. Torreira,UEFA Europa League,Runner-up,2018/2019
3,L. Torreira,Emirates Cup,Runner-up,2019
4,L. Torreira,Trofeo Joan Gamper,Runner-up,2019
5,L. Torreira,Trofeo Joan Gamper,Runner-up,2016
0,Rúben Neves,Primeira Liga,Runner-up,2016/2017
1,Rúben Neves,Primeira Liga,Runner-up,2014/2015
2,Rúben Neves,Championship,Winner,2017/2018
3,Rúben Neves,Segunda Liga,Runner-up,2013/2014
4,Rúben Neves,Taça de Portugal,Runner-up,2015/2016
5,Rúben Neves,UEFA Nations League,Winner,2018/2019
6,Rúben Neves,UEFA U21 Championship,Runner-up,2015 Czech Republic
7,Rúben Neves,Premier League Asia Trophy,Winner,2019
0,P. Kimpembe,World Cup,Winner,2018 Russia
1,P. Kimpembe,World Youth Festival Toulon,Winner,2015
2,P. Kimpembe,Ligue 1,Winner,2018/2019
3,P. Kimpembe,Ligue 1,Winner,2017/2018
4,P. Kimpembe,Ligue 1,Winner,2015/2016
5,P. Kimpembe,Ligue 1,Winner,2014/2015
6,P. Kimpembe,Ligue 1,Runner-up,2016/2017
7,P. Kimpembe,Coupe de France,Winner,2017/2018
8,P. Kimpembe,Coupe de France,Winner,2016/2017
9,P. Kimpembe,Coupe de France,Winner,2015/2016
10,P. Kimpembe,Coupe de France,Winner,2014/2015
11,P. Kimpembe,Coupe de France,Runner-up,2018/2019
12,P. Kimpembe,Coupe de la Ligue,Winner,2017/2018
13,P. Kimpembe,Coupe de la Ligue,Winner,2016/2017
14,P. Kimpembe,Coupe de la Ligue,Winner,2015/2016
15,P. Kimpembe,Coupe de la Ligue,Winner,2014/2015
16,P. Kimpembe,Trophée des Champions,Winner,2019/2020
17,P. Kimpembe,Trophée des Champions,Winner,2018/2019
18,P. Kimpembe,Trophée des Champions,Winner,2017/2018
19,P. Kimpembe,Trophée des Champions,Winner,2016/2017
20,P. Kimpembe,Trophée des Champions,Winner,2015/2016
21,P. Kimpembe,Trophée des Champions,Winner,2014/2015
0,S. Bergwijn,Eredivisie,Winner,2017/2018
1,S. Bergwijn,Eredivisie,Winner,2015/2016
2,S. Bergwijn,Eredivisie,Winner,2014/2015
3,S. Bergwijn,Eredivisie,Runner-up,2018/2019
4,S. Bergwijn,Super Cup,Winner,2016/2017
5,S. Bergwijn,Super Cup,Winner,2015/2016
6,S. Bergwijn,Super Cup,Runner-up,2019/2020
7,S. Bergwijn,Super Cup,Runner-up,2018/2019
8,S. Bergwijn,Eredivisie U19,Runner-up,2015/2016
9,S. Bergwijn,UEFA Nations League,Runner-up,2018/2019
10,S. Bergwijn,UEFA U17 Championship,Runner-up,2013/2014
0,A. Onana,Eredivisie,Winner,2018/2019
1,A. Onana,Eredivisie,Runner-up,2017/2018
2,A. Onana,Eredivisie,Runner-up,2016/2017
3,A. Onana,Eredivisie,Runner-up,2015/2016
4,A. Onana,Eredivisie,Runner-up,2014/2015
5,A. Onana,Eerste Divisie,Runner-up,2016/2017
6,A. Onana,KNVB Beker,Winner,2018/2019
7,A. Onana,Super Cup,Winner,2019/2020
8,A. Onana,UEFA Europa League,Runner-up,2016/2017
9,A. Onana,Florida Cup,Runner-up,2019
0,Nélson Semedo,La Liga,Winner,2018/2019
1,Nélson Semedo,La Liga,Winner,2017/2018
2,Nélson Semedo,Primeira Liga,Winner,2016/2017
3,Nélson Semedo,Primeira Liga,Winner,2015/2016
4,Nélson Semedo,Taça de Portugal,Winner,2016/2017
5,Nélson Semedo,Copa del Rey,Winner,2017/2018
6,Nélson Semedo,Copa del Rey,Runner-up,2018/2019
7,Nélson Semedo,Taça da Liga,Winner,2015/2016
8,Nélson Semedo,Super Cup,Winner,2016/2017
9,Nélson Semedo,Super Cup,Runner-up,2015/2016
10,Nélson Semedo,Super Cup,Winner,2018/2019
11,Nélson Semedo,Super Cup,Runner-up,2017/2018
12,Nélson Semedo,Supercopa de Catalunya,Winner,2018
13,Nélson Semedo,Supercopa de Catalunya,Runner-up,2019
14,Nélson Semedo,Trofeo Joan Gamper,Winner,2019
15,Nélson Semedo,Trofeo Joan Gamper,Winner,2018
16,Nélson Semedo,Trofeo Joan Gamper,Winner,2017
17,Nélson Semedo,UEFA Nations League,Winner,2018/2019
0,A. Areola,World Cup,Winner,2018 Russia
1,A. Areola,U20 World Cup,Winner,2013 Turkey
2,A. Areola,Ligue 1,Winner,2018/2019
3,A. Areola,Ligue 1,Winner,2017/2018
4,A. Areola,Ligue 1,Winner,2012/2013
5,A. Areola,Ligue 1,Runner-up,2016/2017
6,A. Areola,Ligue 1,Runner-up,2011/2012
7,A. Areola,Ligue 2,Runner-up,2013/2014
8,A. Areola,Coupe de France,Winner,2017/2018
9,A. Areola,Coupe de France,Winner,2016/2017
10,A. Areola,Coupe de France,Runner-up,2018/2019
11,A. Areola,Coupe de France,Runner-up,2010/2011
12,A. Areola,Coupe de la Ligue,Winner,2017/2018
13,A. Areola,Coupe de la Ligue,Winner,2016/2017
14,A. Areola,Coupe de la Ligue,Runner-up,2014/2015
15,A. Areola,Super Cup,Winner,2019/2020
16,A. Areola,Trophée des Champions,Winner,2019/2020
17,A. Areola,Trophée des Champions,Winner,2018/2019
18,A. Areola,Trophée des Champions,Winner,2017/2018
19,A. Areola,Trophée des Champions,Winner,2016/2017
20,A. Areola,Trophée des Champions,Runner-up,2010/2011
21,A. Areola,Emirates Cup,Runner-up,2015
22,A. Areola,Emirates Cup,Runner-up,2011
0,M. Perin,Serie A,Winner,2018/2019
1,M. Perin,Super Cup,Winner,2018/2019
2,M. Perin,Super Cup,Runner-up,2019/2020
0,D. Rugani,Serie A,Winner,2018/2019
1,D. Rugani,Serie A,Winner,2017/2018
2,D. Rugani,Serie A,Winner,2016/2017
3,D. Rugani,Serie A,Winner,2015/2016
4,D. Rugani,Serie A,Winner,2012/2013
5,D. Rugani,Serie B,Runner-up,2013/2014
6,D. Rugani,Coppa Italia,Winner,2017/2018
7,D. Rugani,Coppa Italia,Winner,2016/2017
8,D. Rugani,Coppa Italia,Winner,2015/2016
9,D. Rugani,Super Cup,Winner,2018/2019
10,D. Rugani,Super Cup,Winner,2015/2016
11,D. Rugani,Super Cup,Runner-up,2019/2020
12,D. Rugani,Super Cup,Runner-up,2017/2018
13,D. Rugani,Super Cup,Runner-up,2016/2017
14,D. Rugani,UEFA Champions League,Runner-up,2016/2017
0,A. Correa,La Liga,Runner-up,2018/2019
1,A. Correa,La Liga,Runner-up,2017/2018
2,A. Correa,Superliga,Winner,2013/2014 Torneo Inicial
3,A. Correa,Superliga,Runner-up,2013/2014
4,A. Correa,Copa Argentina,Runner-up,2012/2013
5,A. Correa,Super Cup,Runner-up,2019/2020
6,A. Correa,UEFA Champions League,Runner-up,2015/2016
7,A. Correa,CONMEBOL Libertadores,Winner,2014
8,A. Correa,UEFA Europa League,Winner,2017/2018
9,A. Correa,UEFA Super Cup,Winner,2018/2019
10,A. Correa,FIFA Club World Cup,Runner-up,2014 Morocco
11,A. Correa,Audi Cup,Winner,2017
12,A. Correa,International Champions Cup,Runner-up,2019
13,A. Correa,Sudamericano U20,Winner,2015 Uruguay
0,Iñaki Williams,Copa del Rey,Runner-up,2014/2015
1,Iñaki Williams,Super Cup,Winner,2015/2016
2,Iñaki Williams,UEFA U21 Championship,Runner-up,2017 Poland
0,H. Lozano,Eredivisie,Winner,2017/2018
1,H. Lozano,Eredivisie,Runner-up,2018/2019
2,H. Lozano,Liga MX,Winner,2015/2016 Clausura
3,H. Lozano,Liga MX,Runner-up,2013/2014 Clausura
4,H. Lozano,Campeón de Campeones,Runner-up,2015/2016
5,H. Lozano,Super Cup,Runner-up,2019/2020
6,H. Lozano,Super Cup,Runner-up,2018/2019
7,H. Lozano,Concacaf Gold Cup,Winner,2019 USA / Costa Rica / Jamaica
8,H. Lozano,Olympic Qualifying Concacaf,Winner,2016 Rio de Janeiro
9,H. Lozano,Concacaf U20,Winner,2015
10,H. Lozano,Concacaf Champions League,Winner,2016/2017
0,Gelson Martins,Primeira Liga,Runner-up,2015/2016
1,Gelson Martins,Taça de Portugal,Winner,2014/2015
2,Gelson Martins,Taça de Portugal,Runner-up,2017/2018
3,Gelson Martins,Taça da Liga,Winner,2017/2018
4,Gelson Martins,Super Cup,Winner,2015/2016
5,Gelson Martins,UEFA Super Cup,Winner,2018/2019
6,Gelson Martins,UEFA U19 Championship,Runner-up,2013/2014
0,T. Partey,La Liga,Runner-up,2018/2019
1,T. Partey,La Liga,Runner-up,2017/2018
2,T. Partey,Copa del Rey,Winner,2012/2013
3,T. Partey,Super Cup,Runner-up,2019/2020
4,T. Partey,UEFA Champions League,Runner-up,2015/2016
5,T. Partey,UEFA Europa League,Winner,2017/2018
6,T. Partey,UEFA Super Cup,Winner,2018/2019
7,T. Partey,Audi Cup,Winner,2017
8,T. Partey,International Champions Cup,Runner-up,2019
0,K. Demirbay,Confederations Cup,Winner,2017 Russia
0,J. Matip,Premier League,Runner-up,2018/2019
1,J. Matip,Bundesliga,Runner-up,2009/2010
2,J. Matip,DFB Pokal,Winner,2010/2011
3,J. Matip,Community Shield,Runner-up,2019/2020
4,J. Matip,Super Cup,Winner,2011/2012
5,J. Matip,Super Cup,Runner-up,2010/2011
6,J. Matip,UEFA Champions League,Winner,2018/2019
7,J. Matip,UEFA Champions League,Runner-up,2017/2018
8,J. Matip,UEFA Super Cup,Winner,2019/2020
9,J. Matip,FIFA Club World Cup,Winner,2019 Qatar
10,J. Matip,Audi Cup,Runner-up,2017
11,J. Matip,Premier League Asia Trophy,Winner,2017
0,Suso,Coppa Italia,Runner-up,2017/2018
1,Suso,Super Cup,Winner,2016/2017
2,Suso,Super Cup,Runner-up,2018/2019
3,Suso,UEFA U19 Championship,Winner,2011/2012
4,Suso,International Champions Cup,Runner-up,2014
0,S. Savić,La Liga,Runner-up,2018/2019
1,S. Savić,La Liga,Runner-up,2017/2018
2,S. Savić,Premier League,Winner,2011/2012
3,S. Savić,Super Liga,Winner,2010/2011
4,S. Savić,Coppa Italia,Runner-up,2013/2014
5,S. Savić,Cup,Winner,2010/2011
6,S. Savić,Community Shield,Winner,2012/2013
7,S. Savić,Community Shield,Runner-up,2011/2012
8,S. Savić,Super Cup,Runner-up,2019/2020
9,S. Savić,UEFA Champions League,Runner-up,2015/2016
10,S. Savić,UEFA Europa League,Winner,2017/2018
11,S. Savić,UEFA Super Cup,Winner,2018/2019
12,S. Savić,Audi Cup,Winner,2017
13,S. Savić,International Champions Cup,Runner-up,2019
0,A. Rüdiger,Serie A,Runner-up,2016/2017
1,A. Rüdiger,FA Cup,Winner,2017/2018
2,A. Rüdiger,DFB Pokal,Runner-up,2012/2013
3,A. Rüdiger,League Cup,Runner-up,2018/2019
4,A. Rüdiger,Community Shield,Runner-up,2018/2019
5,A. Rüdiger,Community Shield,Runner-up,2017/2018
6,A. Rüdiger,Confederations Cup,Winner,2017 Russia
7,A. Rüdiger,UEFA Europa League,Winner,2018/2019
8,A. Rüdiger,UEFA Super Cup,Runner-up,2019/2020
0,Pacheco,La Liga,Winner,2011/2012
1,Pacheco,La Liga,Runner-up,2014/2015
2,Pacheco,La Liga,Runner-up,2010/2011
3,Pacheco,Segunda División,Winner,2015/2016
4,Pacheco,Segunda B,Winner,2011/2012
5,Pacheco,Copa del Rey,Winner,2010/2011
6,Pacheco,Copa del Rey,Runner-up,2016/2017
7,Pacheco,Super Cup,Runner-up,2014/2015
8,Pacheco,Super Cup,Runner-up,2011/2012
9,Pacheco,UEFA Super Cup,Winner,2014/2015
10,Pacheco,FIFA Club World Cup,Winner,2014 Morocco
11,Pacheco,Audi Cup,Runner-up,2015
12,Pacheco,UEFA U19 Championship,Winner,2011 Romania
0,Ricardo Pereira,Primeira Liga,Winner,2017/2018
1,Ricardo Pereira,Primeira Liga,Runner-up,2014/2015
2,Ricardo Pereira,Segunda Liga,Runner-up,2013/2014
3,Ricardo Pereira,Taça de Portugal,Winner,2012/2013
4,Ricardo Pereira,Super Cup,Winner,2013/2014
5,Ricardo Pereira,UEFA U21 Championship,Runner-up,2015 Czech Republic
6,Ricardo Pereira,Emirates Cup,Runner-up,2013
0,N. Tagliafico,Eredivisie,Winner,2018/2019
1,N. Tagliafico,Eredivisie,Runner-up,2017/2018
2,N. Tagliafico,Primera Nacional,Winner,2013/2014
3,N. Tagliafico,KNVB Beker,Winner,2018/2019
4,N. Tagliafico,Super Cup,Winner,2019/2020
5,N. Tagliafico,CONMEBOL Sudamericana,Winner,2017
6,N. Tagliafico,Florida Cup,Runner-up,2019
0,David Soria,Copa del Rey,Runner-up,2017/2018
1,David Soria,Copa del Rey,Runner-up,2015/2016
2,David Soria,Super Cup,Runner-up,2016/2017
3,David Soria,UEFA Europa League,Winner,2015/2016
4,David Soria,UEFA Europa League,Winner,2014/2015
5,David Soria,UEFA Super Cup,Runner-up,2016/2017
6,David Soria,UEFA Super Cup,Runner-up,2015/2016
7,David Soria,Copa Ibérica,Runner-up,2019
8,David Soria,Emirates Cup,Runner-up,2017
9,David Soria,Supercopa Euroamericana,Winner,2016
10,David Soria,Supercopa Euroamericana,Runner-up,2015
0,Sergio Asenjo,Segunda División,Winner,2006/2007
1,Sergio Asenjo,Copa del Rey,Winner,2012/2013
2,Sergio Asenjo,Copa del Rey,Runner-up,2009/2010
3,Sergio Asenjo,UEFA Europa League,Winner,2011/2012
4,Sergio Asenjo,UEFA Europa League,Winner,2009/2010
5,Sergio Asenjo,UEFA Super Cup,Winner,2012/2013
6,Sergio Asenjo,UEFA Super Cup,Winner,2010/2011
7,Sergio Asenjo,Emirates Cup,Runner-up,2015
8,Sergio Asenjo,UEFA U21 Championship,Winner,2011 Denmark
0,Muniain,Copa del Rey,Runner-up,2014/2015
1,Muniain,Copa del Rey,Runner-up,2011/2012
2,Muniain,Super Cup,Winner,2015/2016
3,Muniain,Super Cup,Runner-up,2009/2010
4,Muniain,UEFA Europa League,Runner-up,2011/2012
5,Muniain,UEFA U21 Championship,Winner,2013 Israel
6,Muniain,UEFA U21 Championship,Winner,2011 Denmark
0,M. Götze,World Cup,Winner,2014 Brazil
1,M. Götze,Bundesliga,Winner,2015/2016
2,M. Götze,Bundesliga,Winner,2014/2015
3,M. Götze,Bundesliga,Winner,2013/2014
4,M. Götze,Bundesliga,Winner,2011/2012
5,M. Götze,Bundesliga,Winner,2010/2011
6,M. Götze,Bundesliga,Runner-up,2018/2019
7,M. Götze,Bundesliga,Runner-up,2012/2013
8,M. Götze,DFB Pokal,Winner,2016/2017
9,M. Götze,DFB Pokal,Winner,2015/2016
10,M. Götze,DFB Pokal,Winner,2013/2014
11,M. Götze,DFB Pokal,Winner,2011/2012
12,M. Götze,Super Cup,Winner,2019/2020
13,M. Götze,Super Cup,Runner-up,2017/2018
14,M. Götze,Super Cup,Runner-up,2016/2017
15,M. Götze,Super Cup,Runner-up,2015/2016
16,M. Götze,Super Cup,Runner-up,2014/2015
17,M. Götze,Super Cup,Runner-up,2013/2014
18,M. Götze,Super Cup,Runner-up,2012/2013
19,M. Götze,Super Cup,Runner-up,2011/2012
20,M. Götze,MLS All-Star,Runner-up,2014
21,M. Götze,UEFA Champions League,Runner-up,2012/2013
22,M. Götze,UEFA Super Cup,Winner,2013/2014
23,M. Götze,FIFA Club World Cup,Winner,2013 Morocco
24,M. Götze,Audi Cup,Winner,2015
25,M. Götze,Audi Cup,Winner,2013
26,M. Götze,International Champions Cup,Runner-up,2018
0,T. Delaney,Bundesliga,Runner-up,2018/2019
1,T. Delaney,Superliga,Winner,2015/2016
2,T. Delaney,Superliga,Winner,2012/2013
3,T. Delaney,Superliga,Winner,2010/2011
4,T. Delaney,Superliga,Winner,2009/2010
5,T. Delaney,Superliga,Runner-up,2014/2015
6,T. Delaney,Superliga,Runner-up,2013/2014
7,T. Delaney,Superliga,Runner-up,2011/2012
8,T. Delaney,DBU Pokalen,Winner,2015/2016
9,T. Delaney,DBU Pokalen,Winner,2014/2015
10,T. Delaney,DBU Pokalen,Winner,2011/2012
11,T. Delaney,DBU Pokalen,Runner-up,2013/2014
12,T. Delaney,Super Cup,Winner,2019/2020
13,T. Delaney,International Champions Cup,Runner-up,2018
14,T. Delaney,The Atlantic Cup,Winner,2014
0,Willian José,UEFA Champions League,Winner,2013/2014
1,Willian José,CONMEBOL Sudamericana,Winner,2012
2,Willian José,Copa del Rey,Winner,2013/2014
3,Willian José,Sudamericano U20,Winner,Peru 2011
4,Willian José,U20 World Cup,Winner,2011 Colombia
0,Sergi Roberto,La Liga,Winner,2018/2019
1,Sergi Roberto,La Liga,Winner,2017/2018
2,Sergi Roberto,La Liga,Winner,2015/2016
3,Sergi Roberto,La Liga,Winner,2014/2015
4,Sergi Roberto,La Liga,Winner,2012/2013
5,Sergi Roberto,La Liga,Winner,2010/2011
6,Sergi Roberto,La Liga,Runner-up,2016/2017
7,Sergi Roberto,La Liga,Runner-up,2013/2014
8,Sergi Roberto,La Liga,Runner-up,2011/2012
9,Sergi Roberto,Copa del Rey,Winner,2017/2018
10,Sergi Roberto,Copa del Rey,Winner,2016/2017
11,Sergi Roberto,Copa del Rey,Winner,2015/2016
12,Sergi Roberto,Copa del Rey,Winner,2014/2015
13,Sergi Roberto,Copa del Rey,Winner,2011/2012
14,Sergi Roberto,Copa del Rey,Runner-up,2018/2019
15,Sergi Roberto,Copa del Rey,Runner-up,2013/2014
16,Sergi Roberto,Copa del Rey,Runner-up,2010/2011
17,Sergi Roberto,Super Cup,Winner,2018/2019
18,Sergi Roberto,Super Cup,Winner,2016/2017
19,Sergi Roberto,Super Cup,Winner,2013/2014
20,Sergi Roberto,Super Cup,Winner,2011/2012
21,Sergi Roberto,Super Cup,Winner,2010/2011
22,Sergi Roberto,Super Cup,Runner-up,2017/2018
23,Sergi Roberto,Super Cup,Runner-up,2015/2016
24,Sergi Roberto,Super Cup,Runner-up,2012/2013
25,Sergi Roberto,Copa Catalunya,Winner,2013/2014
26,Sergi Roberto,Supercopa de Catalunya,Winner,2018
27,Sergi Roberto,Supercopa de Catalunya,Runner-up,2019
28,Sergi Roberto,Supercopa de Catalunya,Runner-up,2016
29,Sergi Roberto,Trofeo Joan Gamper,Winner,2019
30,Sergi Roberto,Trofeo Joan Gamper,Winner,2018
31,Sergi Roberto,Trofeo Joan Gamper,Winner,2017
32,Sergi Roberto,Trofeo Joan Gamper,Winner,2016
33,Sergi Roberto,UEFA Champions League,Winner,2014/2015
34,Sergi Roberto,UEFA Champions League,Winner,2010/2011
35,Sergi Roberto,UEFA Super Cup,Winner,2015/2016
36,Sergi Roberto,UEFA Super Cup,Winner,2011/2012
37,Sergi Roberto,FIFA Club World Cup,Winner,2015 Japan
38,Sergi Roberto,FIFA Club World Cup,Winner,2011 Japan
39,Sergi Roberto,Audi Cup,Winner,2011
40,Sergi Roberto,UEFA U21 Championship,Winner,2013 Israel
41,Sergi Roberto,UEFA U19 Championship,Winner,2011 Romania
0,N. Schulz,2. Bundesliga,Winner,2012/2013
1,N. Schulz,2. Bundesliga,Winner,2010/2011
2,N. Schulz,Super Cup,Winner,2019/2020
0,Nacho Fernández,La Liga,Winner,2016/2017
1,Nacho Fernández,La Liga,Winner,2011/2012
2,Nacho Fernández,La Liga,Runner-up,2015/2016
3,Nacho Fernández,La Liga,Runner-up,2014/2015
4,Nacho Fernández,La Liga,Runner-up,2012/2013
5,Nacho Fernández,La Liga,Runner-up,2010/2011
6,Nacho Fernández,Segunda B,Winner,2011/2012
7,Nacho Fernández,Copa del Rey,Winner,2013/2014
8,Nacho Fernández,Copa del Rey,Runner-up,2012/2013
9,Nacho Fernández,Super Cup,Winner,2019/2020
10,Nacho Fernández,Super Cup,Winner,2017/2018
11,Nacho Fernández,Super Cup,Winner,2012/2013
12,Nacho Fernández,Super Cup,Runner-up,2014/2015
13,Nacho Fernández,Super Cup,Runner-up,2011/2012
14,Nacho Fernández,UEFA Champions League,Winner,2017/2018
15,Nacho Fernández,UEFA Champions League,Winner,2016/2017
16,Nacho Fernández,UEFA Champions League,Winner,2015/2016
17,Nacho Fernández,UEFA Champions League,Winner,2013/2014
18,Nacho Fernández,UEFA Super Cup,Winner,2017/2018
19,Nacho Fernández,UEFA Super Cup,Winner,2016/2017
20,Nacho Fernández,UEFA Super Cup,Winner,2014/2015
21,Nacho Fernández,UEFA Super Cup,Runner-up,2018/2019
22,Nacho Fernández,FIFA Club World Cup,Winner,2018 UAE
